3656,3006617,TRUE
3664,3004605,TRUE
4006,3005385,TRUE
4017,3005307,TRUE
4018,3002982,TRUE
4020,3008778,TRUE
4024,3003102,TRUE
4026,3005243,TRUE
4029,3001160,TRUE
4029,3001438,TRUE
4032,3006393,TRUE
4044,3005360,TRUE
3851,3005265,TRUE
4050,3002486,TRUE
4986,3003779,TRUE
4991,3003075,TRUE
4997,3000037,TRUE
5082,3006189,TRUE
5118,3005179,TRUE
5125,3007679,TRUE
5134,3004465,TRUE
5149,3002072,TRUE
5430,3005320,TRUE
5478,3004674,TRUE
5486,3001436,TRUE
5483,3008881,TRUE
5812,3000771,TRUE
5824,3008554,TRUE
6989,3004454,TRUE
6998,3008220,TRUE
7011,3002004,TRUE
7021,3007788,TRUE
7035,3001492,TRUE
7059,3003182,TRUE
7070,3006793,TRUE
7077,3002878,TRUE
7085,3008642,TRUE
3660,3007230,FALSE
3662,3006904,FALSE
3680,3002597,FALSE
4002,3004793,FALSE
4038,3000622,FALSE
4044,3000632,FALSE
5094,3002337,FALSE
5110,3004743,FALSE
5435,3002393,FALSE
5438,3002493,FALSE
5457,3001002,FALSE
5469,3002834,FALSE
5481,3006513,FALSE
7008,3002332,FALSE
7019,3002231,FALSE
7024,3002890,FALSE
7032,3004043,FALSE
7036,3008968,FALSE
7040,3009064,FALSE
7042,3002002,FALSE
7050,3000990,FALSE
7050,3000991,FALSE
7051,3001182,FALSE
7056,3002302,FALSE
7072,3008649,FALSE
7086,3008797,FALSE
7092,3004842,FALSE
7099,3004890,FALSE
7100,3005154,FALSE
7102,3005346,FALSE
7103,3005527,FALSE
7105,3005630,FALSE
7106,3005631,FALSE
7112,3003781,FALSE
5303,3007208,FALSE
5302,3002730,FALSE
5291,3002788,FALSE
5292,3008589,FALSE
5301,3008958,FALSE
5301,3009838,FALSE
5307,3000012,FALSE
5308,3000013,FALSE
5308,3000255,FALSE
5970,3002524,FALSE
5971,3002527,FALSE
5976,3004277,FALSE
5978,3007544,FALSE
5988,3007553,FALSE
6605,3007570,FALSE
6606,3005059,FALSE
3748,3006716,FALSE
3766,3006851,FALSE
3772,3007035,FALSE
3779,3002675,FALSE
3787,3002788,FALSE
3788,3002817,FALSE
3796,3002814,FALSE
3803,3002812,FALSE
3828,3009669,FALSE
3831,3009676,FALSE
3836,3003110,FALSE
3843,3004416,FALSE
3845,3004418,FALSE
